2016-04-01,64.00618870012143
2016-04-02,35.74072882346987
2016-04-03,65.88752860603951
2016-04-04,59.400547442465225
2016-04-05,35.321012348005866
2016-04-06,57.303166122517666
2016-04-07,57.81696087275572
2016-04-08,35.738159170766444
2016-04-09,64.30394203632997
2016-04-10,57.840696439988164
2016-04-11,43.09002703740421
2016-04-12,43.09002703740421
2016-04-13,43.09002703740421
2016-04-14,43.09002703740421
2016-04-15,46.82967265257574
2016-04-16,60.68414844263464
2016-04-17,37.95101405079822
2016-04-18,30.63265797919558
2016-04-19,30.63265797919558
2016-04-20,31.630611218729474
2016-04-21,31.170165814043816
2016-04-22,40.08711720134148
2016-04-23,45.808876442556794
2016-04-24,57.92844411287999
2016-04-25,40.593752767272896
2016-04-26,35.01370304210938
2016-04-27,41.32278498232186
2016-04-28,41.5914230008144
2016-04-29,51.317555503347386
2016-04-30,48.66939572033238
2016-05-01,45.298505767498426
2016-05-02,40.76928669062011
2016-05-03,31.53973273250692
2016-05-04,31.588275547647036
2016-05-05,23.65693737667445
2016-05-06,23.560289449196972
2016-05-07,50.651607473511724
2016-05-08,24.483502709200277
2016-05-09,23.67449300272611
2016-05-10,24.029293246117394
2016-05-11,24.029293246117394
2016-05-12,24.029293246117394
2016-05-13,31.43004304645975
2016-05-14,51.32774426998016
2016-05-15,42.00657932083919
2016-05-16,25.284263795971743
2016-05-17,25.228804646628035
2016-05-18,25.133869197600603
2016-05-19,25.133869197600603
2016-05-20,35.510711155708215
2016-05-21,40.64387699524598
2016-05-22,36.743796515745004
2016-05-23,27.848554047123855
2016-05-24,29.82301987836062
2016-05-25,30.63394447903515
2016-05-26,31.631614712576663
2016-05-27,39.88115651732767
2016-05-28,43.56590358395105
2016-05-29,44.69076683773309
2016-05-30,42.55814749594312
2016-05-31,41.806073898334844
2016-06-01,51.44482245881499
2016-06-02,27.352527143378175
2016-06-03,45.184486773653575
2016-06-04,56.20333637117402
2016-06-05,29.85330378941438
2016-06-06,23.88584351785478
2016-06-07,24.000047071383918
2016-06-08,24.000047071383918
2016-06-09,24.000047071383918
2016-06-10,30.625250855566232
2016-06-11,31.75559711511756
2016-06-12,30.625250855566232
2016-06-13,24.354847314775203
2016-06-14,24.354847314775203
2016-06-15,26.18774344530558
2016-06-16,26.18774344530558
2016-06-17,35.383151032023825
2016-06-18,35.28821558299639
